First_Author,Year,PubMedID,Disease,Region,Subregion,Author_Region,Region_Code,FACS_Sorted,Unbiased_Sampling,Platform,Author_No.Nuclei,Author_No.Cell_Types,Author_Median_UMIs_PC,Author_Median_Unique_Genes_PC,Plot_Label,Directory,Author_Counts,Author_Barcodes,Author_Genes,Author_Barcode_Annotations,Dataset,Study,Filter_Size,Mean_PMI,Author_Genes_Mapped,Author_Counts_QC,Author_Barcodes_QC,Author_Counts_QC_PC_Genes,Author_Normalized_Counts_QC_Intersection_PC_Genes,Author_Mean_Normalized_Counts_QC_Intersection_PC_Genes,Author_Barcode_Annotations_Class
Velmeshev,2019,31097668,Normal,Cortex,Anterior cingulate cortex,BA24,FC,N,Y,10x Chromium,5196,17,1923.5,1260,Velmeshev FC BA24,/home/shared/scsn.expr_data/human_expr/postnatal/velmeshev_2019/,/home/shared/scsn.expr_data/human_expr/postnatal/velmeshev_2019/ACC/matrix_ACC_adult_controls.mtx,/home/shared/scsn.expr_data/human_expr/postnatal/velmeshev_2019/ACC/barcodes_ACC_adult_controls.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/velmeshev_2019/ACC/genes_ACC_adult_controls.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/velmeshev_2019/ACC/author_barcode_annotations_ACC_adult_controls.csv,Velmeshev_2019_10x_Chromium_BA24,Velmeshev 2019,30,17.5,/home/rebecca/SCSN_meta_analysis/prelim_new/4_map_identifiers/data/Velmeshev_2019_10x_Chromium_BA24_genes_mapped.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Velmeshev_2019_10x_Chromium_BA24_expression_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.mtx,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Velmeshev_2019_10x_Chromium_BA24_barcodes_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/7_max_expr/data/author_data/QC_counts/Velmeshev_2019_10x_Chromium_BA24_expression_author_data_QC_counts_5196_nuclei_16448_protein_coding_genes.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/9_normalize/data/author_data/QC_counts/Velmeshev_2019_10x_Chromium_BA24_expression_author_data_QC_counts_5196_nuclei_8596_intersection_genes_lib_norm_log2.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/11_dataset_mean_expr/data/author_data/normalized_counts/Velmeshev_2019_10x_Chromium_BA24_expression_author_data_normalized_counts_5196_nuclei_8596_intersection_genes_lib_norm_log2_mean_expr.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/12_cell_class_annotations/data/author_data/Velmeshev_2019_10x_Chromium_BA24_barcode_annotations_cell_class_annotated.csv
Yang,2021,34153974,Normal,Cortex,Frontal cortex,Medial frontal gyrus,FC,N,Y,10x Chromium V3,13829,14,2599.59595910048,1458,Yang FC MED,/home/shared/scsn.expr_data/human_expr/postnatal/yang_2021_COVID/,/home/shared/scsn.expr_data/human_expr/postnatal/yang_2021_COVID/Stanford/PFC/matrix_PFC_controls.mtx,/home/shared/scsn.expr_data/human_expr/postnatal/yang_2021_COVID/Stanford/PFC/barcodes_PFC_controls.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/yang_2021_COVID/Stanford/PFC/genes_PFC_controls.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/yang_2021_COVID/Stanford/PFC/author_barcode_annotations_PFC_controls.csv,Yang_2021_10x_Chromium_V3_Medial_frontal_gyrus,Yang 2021,40,,/home/rebecca/SCSN_meta_analysis/prelim_new/4_map_identifiers/data/Yang_2021_10x_Chromium_V3_Medial_frontal_gyrus_genes_mapped.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Yang_2021_10x_Chromium_V3_Medial_frontal_gyrus_expression_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.mtx,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Yang_2021_10x_Chromium_V3_Medial_frontal_gyrus_barcodes_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/7_max_expr/data/author_data/QC_counts/Yang_2021_10x_Chromium_V3_Medial_frontal_gyrus_expression_author_data_QC_counts_13829_nuclei_16721_protein_coding_genes.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/9_normalize/data/author_data/QC_counts/Yang_2021_10x_Chromium_V3_Medial_frontal_gyrus_expression_author_data_QC_counts_13829_nuclei_8596_intersection_genes_lib_norm_log2.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/11_dataset_mean_expr/data/author_data/normalized_counts/Yang_2021_10x_Chromium_V3_Medial_frontal_gyrus_expression_author_data_normalized_counts_13829_nuclei_8596_intersection_genes_lib_norm_log2_mean_expr.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/12_cell_class_annotations/data/author_data/Yang_2021_10x_Chromium_V3_Medial_frontal_gyrus_barcode_annotations_cell_class_annotated.csv
Yang,2021,35165441,Normal,Cortex,Frontal cortex,Superior frontal cortex,FC,Y,N,10x Chromium V3,53834,,925,696,Yang FC SUP,/home/shared/scsn.expr_data/human_expr/postnatal/yang_2021_AD/,/home/shared/scsn.expr_data/human_expr/postnatal/yang_2021_AD/FCX/matrix_FCX_controls.mtx,/home/shared/scsn.expr_data/human_expr/postnatal/yang_2021_AD/FCX/barcodes_FCX_controls.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/yang_2021_AD/FCX/genes_FCX_controls.tsv,,Yang_2021_10x_Chromium_V3_Superior_frontal_cortex,Yang 2021  ,40,5.8,/home/rebecca/SCSN_meta_analysis/prelim_new/4_map_identifiers/data/Yang_2021_10x_Chromium_V3_Superior_frontal_cortex_genes_mapped.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Yang_2021_10x_Chromium_V3_Superior_frontal_cortex_expression_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.mtx,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Yang_2021_10x_Chromium_V3_Superior_frontal_cortex_barcodes_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/7_max_expr/data/author_data/QC_counts/Yang_2021_10x_Chromium_V3_Superior_frontal_cortex_expression_author_data_QC_counts_53834_nuclei_16449_protein_coding_genes.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/9_normalize/data/author_data/QC_counts/Yang_2021_10x_Chromium_V3_Superior_frontal_cortex_expression_author_data_QC_counts_53834_nuclei_8596_intersection_genes_lib_norm_log2.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/11_dataset_mean_expr/data/author_data/normalized_counts/Yang_2021_10x_Chromium_V3_Superior_frontal_cortex_expression_author_data_normalized_counts_53834_nuclei_8596_intersection_genes_lib_norm_log2_mean_expr.csv,
Nagy,2020,32341540,Normal,Cortex,Frontal cortex,BA9,FC,N,Y,10x Chromium V2,32548,28,2103,1460,Nagy FC BA9,/home/shared/scsn.expr_data/human_expr/postnatal/nagy_2020/,/home/shared/scsn.expr_data/human_expr/postnatal/nagy_2020/controls/matrix_controls.mtx,/home/shared/scsn.expr_data/human_expr/postnatal/nagy_2020/controls/barcodes_controls.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/nagy_2020/controls/genes_controls.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/nagy_2020/controls/author_barcode_annotations_controls.csv,Nagy_2020_10x_Chromium_V2_BA9,Nagy 2020,30,34,/home/rebecca/SCSN_meta_analysis/prelim_new/4_map_identifiers/data/Nagy_2020_10x_Chromium_V2_BA9_genes_mapped.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Nagy_2020_10x_Chromium_V2_BA9_expression_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.mtx,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Nagy_2020_10x_Chromium_V2_BA9_barcodes_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/7_max_expr/data/author_data/QC_counts/Nagy_2020_10x_Chromium_V2_BA9_expression_author_data_QC_counts_32548_nuclei_17179_protein_coding_genes.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/9_normalize/data/author_data/QC_counts/Nagy_2020_10x_Chromium_V2_BA9_expression_author_data_QC_counts_32548_nuclei_8596_intersection_genes_lib_norm_log2.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/11_dataset_mean_expr/data/author_data/normalized_counts/Nagy_2020_10x_Chromium_V2_BA9_expression_author_data_normalized_counts_32548_nuclei_8596_intersection_genes_lib_norm_log2_mean_expr.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/12_cell_class_annotations/data/author_data/Nagy_2020_10x_Chromium_V2_BA9_barcode_annotations_cell_class_annotated.csv
Grubman,2019,31768052,Normal,Cortex,Temporal lobe,Entorhinal cortex,TC,Y,Y,10x Chromium V3,5729,16,877,656,Grubman TC EC,/home/shared/scsn.expr_data/human_expr/postnatal/grubman_2019/,/home/shared/scsn.expr_data/human_expr/postnatal/grubman_2019/controls/expression_controls.csv,/home/shared/scsn.expr_data/human_expr/postnatal/grubman_2019/controls/barcodes_controls.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/grubman_2019/controls/genes_controls.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/grubman_2019/controls/author_barcode_annotations_controls.csv,Grubman_2019_10x_Chromium_V3_Entorhinal_cortex,Grubman 2019,40,36.7,/home/rebecca/SCSN_meta_analysis/prelim_new/4_map_identifiers/data/Grubman_2019_10x_Chromium_V3_Entorhinal_cortex_genes_mapped.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Grubman_2019_10x_Chromium_V3_Entorhinal_cortex_expression_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Grubman_2019_10x_Chromium_V3_Entorhinal_cortex_barcodes_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/7_max_expr/data/author_data/QC_counts/Grubman_2019_10x_Chromium_V3_Entorhinal_cortex_expression_author_data_QC_counts_5729_nuclei_9575_protein_coding_genes.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/9_normalize/data/author_data/QC_counts/Grubman_2019_10x_Chromium_V3_Entorhinal_cortex_expression_author_data_QC_counts_5729_nuclei_8596_intersection_genes_lib_norm_log2.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/11_dataset_mean_expr/data/author_data/normalized_counts/Grubman_2019_10x_Chromium_V3_Entorhinal_cortex_expression_author_data_normalized_counts_5729_nuclei_8596_intersection_genes_lib_norm_log2_mean_expr.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/12_cell_class_annotations/data/author_data/Grubman_2019_10x_Chromium_V3_Entorhinal_cortex_barcode_annotations_cell_class_annotated.csv
Franjic,2022,34798047,Normal,Cortex,Temporal lobe,Entorhinal cortex,TC,N,Y,10x Chromium V3,27310,63,3169,1747,Franjic TC EC,/home/shared/scsn.expr_data/human_expr/postnatal/franjic_2022/,/home/shared/scsn.expr_data/human_expr/postnatal/franjic_2022/EC/matrix_EC.mtx,/home/shared/scsn.expr_data/human_expr/postnatal/franjic_2022/EC/barcodes_EC.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/franjic_2022/EC/genes_EC.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/franjic_2022/EC/author_barcode_annotations_EC.csv,Franjic_2022_10x_Chromium_V3_Entorhinal_cortex,Franjic 2022,35,12.7,/home/rebecca/SCSN_meta_analysis/prelim_new/4_map_identifiers/data/Franjic_2022_10x_Chromium_V3_Entorhinal_cortex_genes_mapped.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Franjic_2022_10x_Chromium_V3_Entorhinal_cortex_expression_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.mtx,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Franjic_2022_10x_Chromium_V3_Entorhinal_cortex_barcodes_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/7_max_expr/data/author_data/QC_counts/Franjic_2022_10x_Chromium_V3_Entorhinal_cortex_expression_author_data_QC_counts_27310_nuclei_17122_protein_coding_genes.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/9_normalize/data/author_data/QC_counts/Franjic_2022_10x_Chromium_V3_Entorhinal_cortex_expression_author_data_QC_counts_27310_nuclei_8596_intersection_genes_lib_norm_log2.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/11_dataset_mean_expr/data/author_data/normalized_counts/Franjic_2022_10x_Chromium_V3_Entorhinal_cortex_expression_author_data_normalized_counts_27310_nuclei_8596_intersection_genes_lib_norm_log2_mean_expr.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/12_cell_class_annotations/data/author_data/Franjic_2022_10x_Chromium_V3_Entorhinal_cortex_barcode_annotations_cell_class_annotated.csv
Fullard,2021,34281603,Normal,Cortex,Frontal cortex,Dorsolateral prefrontal cortex,FC,N,Y,10x Chromium,9953,15,6078,2493,Fullard DLPFC,/home/shared/scsn.expr_data/human_expr/postnatal/fullard_2021/,/home/shared/scsn.expr_data/human_expr/postnatal/fullard_2021/DLPFC/matrix_PFC_controls.mtx,/home/shared/scsn.expr_data/human_expr/postnatal/fullard_2021/DLPFC/barcodes_DLPFC_controls.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/fullard_2021/DLPFC/genes_DLPFC_controls.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/fullard_2021/DLPFC/author_barcode_annotations_DLPFC.csv,Fullard_2021_10x_Chromium_Dorsolateral_prefrontal_cortex,Fullard 2021,,15.1,/home/rebecca/SCSN_meta_analysis/prelim_new/4_map_identifiers/data/Fullard_2021_10x_Chromium_Dorsolateral_prefrontal_cortex_genes_mapped.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Fullard_2021_10x_Chromium_Dorsolateral_prefrontal_cortex_expression_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.mtx,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Fullard_2021_10x_Chromium_Dorsolateral_prefrontal_cortex_barcodes_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/7_max_expr/data/author_data/QC_counts/Fullard_2021_10x_Chromium_Dorsolateral_prefrontal_cortex_expression_author_data_QC_counts_9953_nuclei_14701_protein_coding_genes.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/9_normalize/data/author_data/QC_counts/Fullard_2021_10x_Chromium_Dorsolateral_prefrontal_cortex_expression_author_data_QC_counts_9953_nuclei_8596_intersection_genes_lib_norm_log2.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/11_dataset_mean_expr/data/author_data/normalized_counts/Fullard_2021_10x_Chromium_Dorsolateral_prefrontal_cortex_expression_author_data_normalized_counts_9953_nuclei_8596_intersection_genes_lib_norm_log2_mean_expr.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/12_cell_class_annotations/data/author_data/Fullard_2021_10x_Chromium_Dorsolateral_prefrontal_cortex_barcode_annotations_cell_class_annotated.csv
Lau,2020,32989152,Normal,Cortex,Frontal cortex,BA6 | BA8 | BA9,FC,Y,N,10x Chromium V3,83513,,2672,1541,Lau FC,/home/shared/scsn.expr_data/human_expr/postnatal/lau_2020/,/home/shared/scsn.expr_data/human_expr/postnatal/lau_2020/controls/matrix_controls.mtx,/home/shared/scsn.expr_data/human_expr/postnatal/lau_2020/controls/barcodes_controls.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/lau_2020/controls/genes_controls.tsv,,Lau_2020_10x_Chromium_V3_BA6_BA8_BA9,Lau 2020,,28.7,/home/rebecca/SCSN_meta_analysis/prelim_new/4_map_identifiers/data/Lau_2020_10x_Chromium_V3_BA6_BA8_BA9_genes_mapped.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Lau_2020_10x_Chromium_V3_BA6_BA8_BA9_expression_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.mtx,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Lau_2020_10x_Chromium_V3_BA6_BA8_BA9_barcodes_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/7_max_expr/data/author_data/QC_counts/Lau_2020_10x_Chromium_V3_BA6_BA8_BA9_expression_author_data_QC_counts_83513_nuclei_17292_protein_coding_genes.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/9_normalize/data/author_data/QC_counts/Lau_2020_10x_Chromium_V3_BA6_BA8_BA9_expression_author_data_QC_counts_83513_nuclei_8596_intersection_genes_lib_norm_log2.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/11_dataset_mean_expr/data/author_data/normalized_counts/Lau_2020_10x_Chromium_V3_BA6_BA8_BA9_expression_author_data_normalized_counts_83513_nuclei_8596_intersection_genes_lib_norm_log2_mean_expr.csv,
Morabito,2021,34239132,Normal,Cortex,Frontal cortex,Prefrontal cortex,FC,Y,Y,10x Chromium V3,22682,34,5409.5,2119,Morabito PFC,/home/shared/scsn.expr_data/human_expr/postnatal/morabito_2021/,/home/shared/scsn.expr_data/human_expr/postnatal/morabito_2021/controls/matrix_controls.mtx,/home/shared/scsn.expr_data/human_expr/postnatal/morabito_2021/controls/barcodes_controls.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/morabito_2021/controls/genes_controls.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/morabito_2021/controls/author_barcode_annotations_controls.csv,Morabito_2021_10x_Chromium_V3_Prefrontal_cortex,Morabito 2021,70,4.7,/home/rebecca/SCSN_meta_analysis/prelim_new/4_map_identifiers/data/Morabito_2021_10x_Chromium_V3_Prefrontal_cortex_genes_mapped.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Morabito_2021_10x_Chromium_V3_Prefrontal_cortex_expression_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.mtx,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Morabito_2021_10x_Chromium_V3_Prefrontal_cortex_barcodes_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/7_max_expr/data/author_data/QC_counts/Morabito_2021_10x_Chromium_V3_Prefrontal_cortex_expression_author_data_QC_counts_22682_nuclei_16905_protein_coding_genes.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/9_normalize/data/author_data/QC_counts/Morabito_2021_10x_Chromium_V3_Prefrontal_cortex_expression_author_data_QC_counts_22682_nuclei_8596_intersection_genes_lib_norm_log2.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/11_dataset_mean_expr/data/author_data/normalized_counts/Morabito_2021_10x_Chromium_V3_Prefrontal_cortex_expression_author_data_normalized_counts_22682_nuclei_8596_intersection_genes_lib_norm_log2_mean_expr.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/12_cell_class_annotations/data/author_data/Morabito_2021_10x_Chromium_V3_Prefrontal_cortex_barcode_annotations_cell_class_annotated.csv
Luo,2019,35419551,Normal,Cortex,Frontal cortex,BA10,FC,Y,N,snmCAT-seq,4230,22,50293,3212,Luo FC BA10,/home/shared/scsn.expr_data/human_expr/postnatal/luo_2019/,/home/shared/scsn.expr_data/human_expr/postnatal/luo_2019/snmC2T/matrix.mtx,/home/shared/scsn.expr_data/human_expr/postnatal/luo_2019/snmC2T/barcodes.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/luo_2019/snmC2T/genes.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/luo_2019/snmC2T/author_barcode_annotations.csv,Luo_2019_snmCAT-seq_BA10,Luo 2019,,13.5,/home/rebecca/SCSN_meta_analysis/prelim_new/4_map_identifiers/data/Luo_2019_snmCAT-seq_BA10_genes_mapped.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Luo_2019_snmCAT-seq_BA10_expression_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.mtx,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Luo_2019_snmCAT-seq_BA10_barcodes_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/7_max_expr/data/author_data/QC_counts/Luo_2019_snmCAT-seq_BA10_expression_author_data_QC_counts_4230_nuclei_16036_protein_coding_genes.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/9_normalize/data/author_data/QC_counts/Luo_2019_snmCAT-seq_BA10_expression_author_data_QC_counts_4230_nuclei_8596_intersection_genes_lib_norm_log2.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/11_dataset_mean_expr/data/author_data/normalized_counts/Luo_2019_snmCAT-seq_BA10_expression_author_data_normalized_counts_4230_nuclei_8596_intersection_genes_lib_norm_log2_mean_expr.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/12_cell_class_annotations/data/author_data/Luo_2019_snmCAT-seq_BA10_barcode_annotations_cell_class_annotated.csv
Luo,2019,35419551,Normal,Cortex,Frontal cortex,BA44-45,FC,Y,N,10x Chromium V3,14478,75,21058,5761,Luo FC BA44-45,/home/shared/scsn.expr_data/human_expr/postnatal/luo_2019/,/home/shared/scsn.expr_data/human_expr/postnatal/luo_2019/10x/BA44-45/matrix_BA44.mtx,/home/shared/scsn.expr_data/human_expr/postnatal/luo_2019/10x/BA44-45/barcodes_BA44.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/luo_2019/10x/BA44-45/genes_BA44.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/luo_2019/10x/BA44-45/author_barcode_annotations_BA44.csv,Luo_2019_10x_Chromium_V3_BA44-45,Luo 2019,,12,/home/rebecca/SCSN_meta_analysis/prelim_new/4_map_identifiers/data/Luo_2019_10x_Chromium_V3_BA44-45_genes_mapped.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Luo_2019_10x_Chromium_V3_BA44-45_expression_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.mtx,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Luo_2019_10x_Chromium_V3_BA44-45_barcodes_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/7_max_expr/data/author_data/QC_counts/Luo_2019_10x_Chromium_V3_BA44-45_expression_author_data_QC_counts_14478_nuclei_17481_protein_coding_genes.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/9_normalize/data/author_data/QC_counts/Luo_2019_10x_Chromium_V3_BA44-45_expression_author_data_QC_counts_14478_nuclei_8596_intersection_genes_lib_norm_log2.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/11_dataset_mean_expr/data/author_data/normalized_counts/Luo_2019_10x_Chromium_V3_BA44-45_expression_author_data_normalized_counts_14478_nuclei_8596_intersection_genes_lib_norm_log2_mean_expr.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/12_cell_class_annotations/data/author_data/Luo_2019_10x_Chromium_V3_BA44-45_barcode_annotations_cell_class_annotated.csv
Luo,2019,35419551,Normal,Cortex,Frontal cortex,BA46,FC,Y,N,10x Chromium V3,8783,73,17803,5376,Luo FC BA46,/home/shared/scsn.expr_data/human_expr/postnatal/luo_2019/,/home/shared/scsn.expr_data/human_expr/postnatal/luo_2019/10x/BA46/matrix_BA46.mtx,/home/shared/scsn.expr_data/human_expr/postnatal/luo_2019/10x/BA46/barcodes_BA46.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/luo_2019/10x/BA46/genes_BA46.tsv,/home/shared/scsn.expr_data/human_expr/postnatal/luo_2019/10x/BA46/author_barcode_annotations_BA46.csv,Luo_2019_10x_Chromium_V3_BA46,Luo 2019,,12,/home/rebecca/SCSN_meta_analysis/prelim_new/4_map_identifiers/data/Luo_2019_10x_Chromium_V3_BA46_genes_mapped.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Luo_2019_10x_Chromium_V3_BA46_expression_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.mtx,/home/rebecca/SCSN_meta_analysis/prelim_new/5_QC/data/author_data/Luo_2019_10x_Chromium_V3_BA46_barcodes_QC_counts_>.05%tile_genes_expressed_&_<=5%_mito_reads.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/7_max_expr/data/author_data/QC_counts/Luo_2019_10x_Chromium_V3_BA46_expression_author_data_QC_counts_8783_nuclei_17312_protein_coding_genes.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/9_normalize/data/author_data/QC_counts/Luo_2019_10x_Chromium_V3_BA46_expression_author_data_QC_counts_8783_nuclei_8596_intersection_genes_lib_norm_log2.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/11_dataset_mean_expr/data/author_data/normalized_counts/Luo_2019_10x_Chromium_V3_BA46_expression_author_data_normalized_counts_8783_nuclei_8596_intersection_genes_lib_norm_log2_mean_expr.csv,/home/rebecca/SCSN_meta_analysis/prelim_new/12_cell_class_annotations/data/author_data/Luo_2019_10x_Chromium_V3_BA46_barcode_annotations_cell_class_annotated.csv
